purchase_id,purchase_date,ownership_percentage,buyer_id,property_id
10255,1-19-2004,0.9,14,10255
10256,11-10-2000,0.81,95,10256
10257,6-5-2016,0.64,12,10257
10258,10-29-2014,0.5,0,10258
10259,11-8-2010,0.77,90,10259
10260,6-14-2002,0.69,21,10260
10261,3-24-2023,0.96,64,10261
10262,7-25-2002,0.82,71,10262
10263,9-29-2000,0.82,54,10263
10264,6-18-2016,0.56,30,10264
10265,1-9-2005,0.91,67,10265
10266,2-30-2017,0.84,41,10266
10267,7-26-2025,0.61,13,10267
10268,10-20-2002,0.74,11,10268
10269,3-5-2003,0.57,19,10269
10270,1-1-2015,0.64,72,10270
10271,5-15-2007,0.52,41,10271
10272,1-26-2001,0.84,22,10272
10273,4-21-2018,0.84,19,10273
10274,9-11-2021,0.87,31,10274
10275,3-21-2018,0.5,61,10275
10276,11-20-2020,0.63,28,10276
10277,11-26-2005,0.57,61,10277
10278,2-14-2017,0.88,70,10278
10279,11-14-2015,0.86,23,10279
10280,10-20-2021,0.51,6,10280
10281,4-26-2008,0.87,43,10281
10282,12-16-2007,0.93,95,10282
10283,7-13-2024,0.59,60,10283
10284,8-30-2013,1.0,44,10284
10285,12-21-2018,0.5,55,10285
10286,7-25-2002,0.99,76,10286
10287,6-16-2017,0.8,85,10287
10288,10-28-2016,0.85,25,10288
10289,8-8-2022,0.79,40,10289
10290,8-13-2003,0.62,16,10290
10291,4-6-2020,0.83,73,10291
10292,10-10-2011,0.98,41,10292
10293,5-22-2020,0.74,32,10293
10294,7-6-2004,0.7,38,10294
10295,7-1-2017,0.85,13,10295
10296,10-19-2016,0.62,28,10296
10297,10-6-2025,0.73,43,10297
10298,10-4-2020,0.99,67,10298
10299,7-11-2022,0.85,35,10299
10300,4-28-2019,0.83,65,10300
10301,5-14-2014,0.86,89,10301
10302,7-28-2003,0.93,9,10302
10303,5-7-2001,0.94,69,10303
10304,1-1-2013,0.84,6,10304
10305,7-5-2018,0.63,52,10305
10306,12-6-2016,0.67,53,10306
10307,8-22-2007,0.87,60,10307
10308,12-6-2019,0.96,56,10308
10309,5-1-2009,0.87,77,10309
10310,10-23-2007,0.61,31,10310
10311,2-3-2000,0.68,0,10311
10312,11-4-2008,0.83,48,10312
10313,11-9-2012,0.81,66,10313
10314,9-18-2001,0.67,87,10314
10315,12-17-2005,0.72,36,10315
10316,1-28-2024,0.94,28,10316
10317,11-23-2025,0.53,35,10317
10318,2-10-2019,0.55,36,10318
10319,3-4-2010,0.76,6,10319
10320,2-6-2002,0.82,32,10320
10321,1-12-2006,0.65,92,10321
10322,1-30-2001,0.92,72,10322
10323,7-20-2016,0.85,24,10323
10324,7-23-2005,0.74,49,10324
10325,5-12-2001,1.0,80,10325
10326,3-15-2022,0.97,67,10326
10327,8-28-2025,0.55,55,10327
10328,1-20-2008,0.88,74,10328
10329,3-29-2012,0.98,30,10329
10330,4-19-2014,0.68,7,10330
10331,8-8-2018,0.59,26,10331
10332,7-9-2006,1.0,74,10332
10333,12-10-2014,0.64,86,10333
10334,2-6-2008,0.8,67,10334
10335,9-21-2025,0.85,41,10335
10336,4-6-2024,0.93,67,10336
10337,4-12-2010,0.64,93,10337
10338,10-29-2003,0.98,57,10338
10339,10-29-2014,0.84,66,10339
10340,12-26-2016,0.89,86,10340
10341,5-6-2020,0.51,68,10341
10342,4-23-2017,0.59,0,10342
10343,5-29-2001,0.64,74,10343
10344,6-29-2002,0.59,59,10344
10345,3-26-2025,0.88,12,10345
10346,10-11-2024,0.75,65,10346
10347,6-17-2018,0.75,5,10347
10348,6-21-2003,0.75,35,10348
10349,2-23-2022,0.67,67,10349
10350,3-12-2002,0.82,3,10350
10351,12-14-2010,0.75,29,10351
10352,8-27-2024,0.69,20,10352
10353,2-11-2011,0.72,14,10353
10354,7-17-2022,0.85,90,10354
10355,6-30-2008,0.94,76,10355
10356,10-14-2010,0.57,93,10356
10357,4-13-2005,0.9,12,10357
10358,3-11-2000,0.77,41,10358
10359,12-12-2018,0.98,21,10359
10360,8-29-2014,0.71,23,10360
10361,12-4-2010,0.54,65,10361
10362,11-11-2005,0.82,76,10362
10363,2-29-2002,0.53,10,10363
10364,11-2-2015,0.91,46,10364
10365,6-4-2008,0.58,62,10365
10366,2-19-2006,0.64,77,10366
10367,5-8-2009,0.61,97,10367
10368,3-23-2011,0.71,75,10368
10369,12-24-2015,0.76,44,10369
10370,9-8-2002,0.74,67,10370
10371,3-26-2024,0.5,84,10371
10372,7-3-2024,0.75,83,10372
10373,6-20-2010,0.58,25,10373
10374,12-25-2017,0.68,96,10374
10375,2-19-2011,0.99,97,10375
10376,12-21-2025,0.9,36,10376
10377,12-6-2008,0.8,19,10377
10378,1-10-2022,0.6,42,10378
10379,8-20-2005,0.54,40,10379
10380,3-14-2020,0.96,78,10380
10381,10-29-2020,0.8,64,10381
10382,2-3-2015,0.62,95,10382
10383,12-19-2005,0.8,71,10383
10384,10-13-2008,0.58,69,10384
10385,10-15-2015,0.91,0,10385
10386,8-22-2008,0.83,12,10386
10387,1-2-2009,0.57,8,10387
10388,11-27-2004,0.64,86,10388
10389,5-26-2012,0.69,5,10389
10390,2-23-2020,0.53,29,10390
10391,8-8-2014,0.98,85,10391
10392,3-30-2007,0.87,17,10392
10393,5-14-2018,0.64,46,10393
10394,5-27-2022,0.84,33,10394
10395,9-12-2020,0.98,15,10395
10396,10-7-2004,0.84,74,10396
10397,11-29-2002,0.86,83,10397
10398,12-24-2002,0.78,13,10398
10399,12-2-2001,0.84,57,10399
10400,5-23-2011,0.66,61,10400
10401,3-8-2012,0.5,60,10401
10402,2-23-2002,0.95,14,10402
10403,2-25-2025,0.55,11,10403
10404,10-22-2016,0.6,87,10404
10405,7-5-2007,0.9,77,10405
10406,12-28-2003,0.85,90,10406
10407,9-27-2011,0.63,7,10407
10408,7-27-2015,1.0,86,10408
10409,7-5-2021,0.94,71,10409
10410,10-1-2000,0.54,63,10410
10411,7-22-2025,0.73,20,10411
10412,8-12-2011,0.93,84,10412
10413,8-2-2000,0.73,79,10413
10414,12-22-2017,0.87,82,10414
10415,10-26-2004,0.67,64,10415
10416,5-28-2014,0.64,9,10416
10417,5-14-2017,0.91,42,10417
10418,7-14-2014,0.78,91,10418
10419,4-23-2014,0.69,50,10419
10420,9-21-2024,0.73,29,10420
10421,8-21-2018,0.52,78,10421
10422,9-17-2003,0.53,25,10422
10423,12-6-2005,0.54,98,10423
10424,3-20-2008,0.59,33,10424
10425,1-1-2019,0.57,19,10425
10426,12-10-2002,0.61,20,10426
10427,8-11-2025,0.93,4,10427
10428,11-5-2013,0.94,16,10428
10429,5-5-2000,0.54,91,10429
10430,1-8-2018,0.82,6,10430
10431,11-25-2016,0.9,85,10431
10432,5-24-2016,0.99,15,10432
10433,5-12-2018,0.84,25,10433
10434,11-22-2023,0.76,92,10434
10435,4-8-2012,0.75,62,10435
10436,9-19-2016,0.82,87,10436
10437,12-26-2017,0.81,99,10437
10438,8-30-2005,0.69,48,10438
10439,12-4-2021,0.76,49,10439
10440,1-1-2015,0.54,84,10440
10441,7-13-2008,0.72,67,10441
10442,7-2-2025,0.63,61,10442
10443,1-6-2018,0.54,90,10443
10444,2-15-2001,0.76,78,10444
10445,2-2-2004,0.98,9,10445
10446,11-20-2021,0.83,63,10446
10447,5-21-2016,1.0,18,10447
10448,3-11-2015,1.0,87,10448
10449,4-1-2009,0.65,21,10449
10450,5-13-2020,0.82,31,10450
10451,1-24-2021,0.78,70,10451
10452,1-21-2003,0.83,73,10452
10453,4-8-2006,0.8,8,10453
10454,4-17-2005,0.89,58,10454
10455,7-22-2014,0.62,57,10455
10456,2-16-2020,0.85,78,10456
10457,5-9-2012,0.61,26,10457
10458,2-6-2004,0.63,76,10458
10459,7-25-2007,0.66,31,10459
10460,6-23-2023,0.84,54,10460
10461,2-20-2002,0.59,94,10461
10462,10-27-2004,0.93,84,10462
10463,2-6-2024,0.67,74,10463
10464,12-19-2025,1.0,53,10464
10465,8-28-2020,1.0,95,10465
10466,1-27-2001,0.83,38,10466
10467,8-18-2022,0.55,14,10467
10468,9-4-2022,0.58,45,10468
10469,6-28-2023,0.89,38,10469
10470,9-26-2002,0.8,67,10470
10471,8-12-2006,0.66,42,10471
10472,1-3-2011,0.94,36,10472
10473,7-25-2016,0.9,27,10473
10474,7-21-2006,0.63,86,10474
10475,8-17-2009,0.92,11,10475
10476,11-15-2007,0.67,44,10476
10477,9-22-2000,0.62,71,10477
10478,10-16-2018,0.69,19,10478
10479,8-8-2010,0.66,1,10479
10480,2-29-2009,0.5,70,10480
10481,7-9-2022,0.59,24,10481
10482,5-1-2014,0.56,86,10482
10483,11-25-2000,0.94,88,10483
10484,10-28-2020,0.85,41,10484
10485,3-18-2004,0.53,80,10485
10486,6-20-2000,0.67,61,10486
10487,10-23-2022,0.96,47,10487
10488,5-13-2024,0.85,0,10488
10489,5-25-2020,0.87,19,10489
10490,9-14-2015,0.52,77,10490
10491,11-21-2008,0.73,54,10491
10492,10-3-2025,0.62,65,10492
10493,7-25-2002,0.77,20,10493
10494,3-22-2002,0.97,51,10494
10495,1-22-2022,0.78,62,10495
10496,4-3-2022,0.52,76,10496
10497,6-6-2012,0.61,94,10497
10498,6-6-2023,0.57,64,10498
10499,10-19-2023,0.51,76,10499
10500,12-19-2012,0.73,51,10500
10501,5-24-2006,0.89,13,10501
10502,4-3-2002,0.61,49,10502
10503,10-15-2006,0.73,34,10503
10504,6-1-2006,0.93,94,10504
10505,2-13-2006,0.63,89,10505
10506,2-5-2016,0.93,95,10506
10507,4-24-2009,0.74,68,10507
10508,5-22-2002,0.88,47,10508
10509,4-20-2024,0.55,22,10509
10510,3-26-2021,0.86,56,10510
10511,5-10-2020,0.66,94,10511
10512,7-11-2024,0.54,12,10512
10513,8-3-2011,0.88,24,10513
10514,2-16-2010,0.83,50,10514
10515,8-23-2012,0.79,94,10515
10516,3-24-2014,0.82,45,10516
10517,4-12-2008,0.5,20,10517
10518,2-16-2003,0.93,75,10518
10519,12-9-2016,0.56,46,10519
10520,8-15-2021,0.77,11,10520
10521,10-5-2002,0.74,46,10521
10522,11-30-2018,0.67,52,10522
10523,6-4-2022,0.69,26,10523
10524,3-30-2024,0.71,80,10524
10525,4-15-2002,0.64,97,10525
10526,7-23-2011,0.7,80,10526
10527,7-3-2003,0.88,36,10527
10528,7-29-2008,0.95,89,10528
10529,7-22-2011,0.72,93,10529
10530,1-16-2024,0.59,40,10530
10531,9-8-2018,0.71,30,10531
10532,6-29-2017,0.63,95,10532
10533,3-3-2003,0.89,93,10533
10534,9-24-2009,0.55,57,10534
10535,7-30-2019,0.69,69,10535
10536,9-5-2009,0.9,50,10536
10537,10-25-2004,0.99,13,10537
10538,6-26-2013,0.57,55,10538
10539,2-20-2023,0.9,43,10539
10540,9-27-2025,0.82,9,10540
10541,5-26-2000,0.77,42,10541
10542,5-30-2011,0.93,19,10542
10543,7-21-2017,0.92,43,10543
10544,10-19-2021,0.88,3,10544
10545,1-1-2014,0.88,28,10545
10546,5-18-2004,0.82,10,10546
10547,10-21-2016,0.8,72,10547
10548,10-19-2012,0.9,12,10548
10549,12-29-2015,0.79,47,10549
10550,1-29-2006,0.5,7,10550
10551,10-19-2025,0.85,94,10551
10552,2-22-2019,0.83,53,10552
10553,10-13-2010,0.92,84,10553
10554,1-7-2000,0.84,56,10554
10555,3-1-2008,0.68,30,10555
10556,3-9-2007,0.8,12,10556
10557,10-22-2021,0.55,33,10557
10558,7-28-2021,0.76,31,10558
10559,4-11-2004,0.5,27,10559
10560,1-2-2001,0.5,24,10560
10561,11-17-2003,0.64,25,10561
10562,10-19-2000,0.97,50,10562
10563,5-2-2018,0.9,31,10563
10564,2-25-2001,0.96,95,10564
10565,2-2-2004,0.6,2,10565
10566,3-15-2022,0.7,11,10566
10567,9-19-2010,1.0,76,10567
10568,11-15-2009,0.58,61,10568
10569,12-20-2012,0.98,88,10569
10570,7-23-2002,0.96,42,10570
10571,2-16-2020,0.59,36,10571
10572,10-18-2002,0.6,17,10572
10573,2-20-2017,0.65,14,10573
10574,4-28-2012,1.0,40,10574
10575,9-13-2013,0.55,1,10575
10576,8-23-2016,0.67,64,10576
10577,8-2-2025,0.99,82,10577
10578,2-24-2025,0.67,28,10578
10579,8-4-2022,0.84,58,10579
10580,1-20-2005,0.99,9,10580
10581,12-28-2001,0.51,31,10581
10582,12-21-2019,0.6,57,10582
10583,11-2-2014,0.58,42,10583
10584,6-14-2023,0.61,99,10584
10585,1-18-2001,0.56,25,10585
10586,6-8-2004,0.82,58,10586
10587,1-22-2009,0.72,15,10587
10588,1-25-2019,0.66,46,10588
10589,6-20-2021,0.67,74,10589
10590,3-15-2004,0.84,89,10590
10591,4-5-2018,0.88,20,10591
10592,4-29-2006,0.94,31,10592
10593,9-4-2008,0.8,98,10593
10594,7-6-2016,0.77,27,10594
10595,11-9-2014,0.94,74,10595
10596,12-23-2000,0.58,36,10596
10597,10-9-2015,0.73,19,10597
10598,7-10-2010,0.77,10,10598
10599,9-17-2014,0.58,12,10599
10600,3-1-2011,0.63,25,10600
10601,10-18-2016,0.91,95,10601
10602,6-18-2001,0.59,76,10602
10603,10-18-2015,0.69,16,10603
10604,9-7-2006,0.51,59,10604
10605,3-5-2019,0.81,43,10605
10606,1-19-2020,0.56,90,10606
10607,2-28-2002,0.98,14,10607
10608,1-21-2010,0.83,52,10608
10609,9-6-2023,0.84,25,10609
10610,12-24-2005,0.95,86,10610
10611,6-19-2018,0.94,0,10611
10612,9-5-2000,0.63,23,10612
10613,6-1-2011,0.65,49,10613
10614,7-13-2013,0.76,54,10614
10615,12-26-2013,0.55,55,10615
10616,4-16-2014,0.66,81,10616
10617,12-27-2008,0.52,98,10617
10618,7-18-2000,0.81,33,10618
10619,2-9-2022,0.55,2,10619
10620,6-22-2013,0.73,6,10620
10621,11-29-2000,0.99,80,10621
10622,4-4-2017,0.53,40,10622
10623,7-26-2023,0.56,40,10623
10624,2-11-2002,0.82,44,10624
10625,10-14-2019,0.92,18,10625
10626,4-13-2021,0.96,88,10626
10627,12-26-2017,0.86,16,10627
10628,9-23-2021,0.89,68,10628
10629,8-30-2006,0.99,75,10629
10630,8-15-2012,0.96,11,10630
10631,7-24-2001,0.88,8,10631
10632,12-23-2012,0.54,73,10632
10633,7-17-2022,0.52,81,10633
10634,6-11-2003,0.92,26,10634
10635,12-30-2005,0.71,54,10635
10636,6-1-2005,0.82,17,10636
10637,11-14-2010,0.85,57,10637
10638,6-3-2008,0.76,38,10638
10639,7-28-2014,0.8,98,10639
10640,11-16-2021,0.71,93,10640
10641,6-4-2014,0.97,18,10641
10642,5-12-2018,0.74,56,10642
10643,9-24-2010,0.76,27,10643
10644,2-13-2011,0.54,51,10644
10645,4-8-2020,0.53,19,10645
10646,12-18-2023,0.75,99,10646
10647,4-30-2024,0.65,58,10647
10648,4-28-2013,0.79,57,10648
10649,5-30-2022,0.73,11,10649
10650,2-26-2003,0.65,73,10650
10651,3-16-2023,0.94,27,10651
10652,6-15-2005,0.7,94,10652
10653,4-4-2005,0.59,0,10653
10654,7-25-2004,0.61,14,10654
10655,9-28-2012,0.94,29,10655
10656,5-23-2023,0.94,2,10656
10657,10-1-2002,0.63,1,10657
10658,8-16-2010,0.78,43,10658
10659,1-11-2002,0.7,17,10659
10660,2-13-2022,0.87,64,10660
10661,4-12-2013,0.63,29,10661
10662,3-22-2025,0.72,73,10662
10663,6-7-2021,0.64,30,10663
10664,10-17-2016,1.0,19,10664
10665,12-3-2019,0.94,91,10665
10666,10-26-2009,0.81,16,10666
10667,12-11-2019,0.91,59,10667
10668,2-30-2017,0.7,75,10668
10669,10-11-2013,0.54,81,10669
10670,7-7-2004,0.85,50,10670
10671,9-4-2020,0.86,53,10671
10672,4-25-2006,0.69,96,10672
10673,9-27-2008,0.59,8,10673
10674,6-22-2017,0.51,54,10674
10675,11-2-2019,0.82,86,10675
10676,5-24-2004,0.66,96,10676
10677,3-10-2002,0.95,81,10677
10678,5-7-2012,0.51,81,10678
10679,3-8-2004,0.66,66,10679
10680,11-7-2000,0.83,10,10680
10681,9-22-2020,0.64,42,10681
10682,2-1-2002,0.93,1,10682
10683,10-13-2017,0.86,69,10683
10684,7-24-2024,0.5,6,10684
10685,8-4-2000,0.75,58,10685
10686,8-15-2010,0.98,35,10686
10687,8-28-2021,0.66,49,10687
10688,2-19-2025,0.59,64,10688
10689,3-11-2001,0.79,48,10689
10690,10-18-2018,0.66,72,10690
10691,1-4-2008,0.98,11,10691
10692,4-15-2013,0.78,77,10692
10693,2-17-2018,0.77,94,10693
10694,4-2-2003,0.77,2,10694
10695,6-11-2019,0.72,4,10695
10696,5-28-2001,0.62,98,10696
10697,8-28-2012,0.92,60,10697
10698,7-4-2016,0.58,2,10698
10699,5-4-2007,0.97,58,10699
10700,5-9-2022,0.63,47,10700
10701,2-22-2020,0.82,66,10701
10702,8-29-2017,0.78,38,10702
10703,11-3-2016,0.87,8,10703
10704,3-17-2023,0.63,98,10704
10705,11-10-2000,0.81,94,10705
10706,12-21-2012,0.78,62,10706
10707,4-22-2009,0.63,40,10707
10708,6-27-2019,0.68,65,10708
10709,3-27-2008,0.99,93,10709
10710,10-9-2006,0.92,76,10710
10711,2-12-2009,0.84,74,10711
10712,12-16-2025,0.86,8,10712
10713,12-1-2004,0.6,24,10713
10714,6-24-2022,0.79,86,10714
10715,7-27-2007,0.97,51,10715
10716,4-10-2006,0.61,74,10716
10717,12-1-2024,0.74,5,10717
10718,3-10-2004,0.88,97,10718
10719,1-25-2003,0.7,95,10719
10720,10-29-2010,0.62,29,10720
10721,9-18-2007,0.78,75,10721
10722,11-21-2024,0.95,93,10722
10723,11-2-2016,0.8,39,10723
10724,4-14-2021,0.8,98,10724
10725,11-23-2025,0.82,81,10725
10726,5-25-2013,0.75,14,10726
10727,6-1-2019,0.67,82,10727
10728,3-22-2025,0.73,32,10728
10729,9-14-2005,0.61,46,10729
10730,12-8-2013,0.57,3,10730
10731,5-10-2024,0.7,82,10731
10732,7-5-2009,0.74,72,10732
10733,12-28-2017,0.66,7,10733
10734,7-19-2023,0.71,13,10734
10735,11-9-2024,0.91,76,10735
10736,12-19-2002,0.7,45,10736
10737,4-10-2025,0.86,51,10737
10738,2-16-2006,0.64,18,10738
10739,9-8-2015,0.5,50,10739
10740,3-5-2004,0.6,49,10740
10741,9-18-2001,0.64,90,10741
10742,10-28-2021,0.69,3,10742
10743,3-22-2015,0.65,36,10743
10744,6-1-2007,0.56,19,10744
10745,3-14-2012,0.79,88,10745
10746,7-25-2008,0.63,48,10746
10747,5-27-2001,0.63,79,10747
10748,10-13-2016,0.81,71,10748
10749,6-19-2015,0.91,29,10749
10750,2-5-2004,0.67,26,10750
10751,12-14-2018,0.71,12,10751
10752,1-14-2005,0.85,54,10752
10753,10-24-2024,0.8,55,10753
10754,4-22-2006,0.66,13,10754
10755,9-26-2003,0.53,62,10755
10756,12-30-2015,0.98,76,10756
10757,7-6-2009,0.55,8,10757
10758,3-1-2002,0.97,62,10758
10759,6-26-2023,0.5,45,10759
10760,5-14-2011,0.84,29,10760
10761,2-2-2011,0.81,2,10761
10762,7-22-2024,0.9,40,10762
10763,12-26-2025,0.55,79,10763
10764,3-17-2022,0.56,78,10764
10765,9-27-2003,1.0,92,10765
10766,3-11-2009,0.58,34,10766
10767,5-13-2021,0.99,99,10767
10768,10-1-2021,0.61,23,10768
10769,10-2-2009,0.76,45,10769
10770,8-26-2010,0.98,5,10770
10771,8-9-2002,0.8,82,10771
10772,1-21-2015,0.96,87,10772
10773,9-19-2000,0.7,30,10773
10774,7-16-2015,0.89,71,10774
10775,9-12-2025,0.69,83,10775
10776,2-4-2004,0.93,34,10776
10777,3-9-2002,0.89,18,10777
10778,8-18-2014,1.0,14,10778
10779,5-8-2024,0.66,35,10779
10780,8-10-2018,0.57,1,10780
10781,7-12-2015,0.8,21,10781
10782,4-6-2009,0.83,50,10782
10783,7-14-2000,0.86,60,10783
10784,10-16-2018,0.56,72,10784
10785,1-15-2005,0.87,73,10785
10786,4-14-2015,0.92,24,10786
10787,3-23-2025,0.97,82,10787
10788,2-17-2019,0.52,72,10788
10789,1-1-2001,0.96,90,10789
10790,2-4-2003,0.58,42,10790
10791,7-12-2011,0.65,66,10791
10792,9-13-2012,0.68,78,10792
10793,8-25-2018,0.75,41,10793
10794,10-2-2002,0.87,54,10794
10795,2-16-2007,0.7,95,10795
10796,1-2-2018,0.56,96,10796
10797,3-9-2015,0.66,17,10797
10798,12-24-2003,0.89,22,10798
10799,10-28-2005,0.62,29,10799
10800,2-4-2016,0.62,75,10800
10801,3-10-2014,0.84,12,10801
10802,4-13-2017,0.65,58,10802
10803,3-24-2022,0.86,81,10803
10804,1-13-2000,0.61,80,10804
10805,12-10-2022,0.67,22,10805
10806,6-26-2002,0.92,65,10806
10807,1-27-2024,0.53,34,10807
10808,2-4-2021,0.89,42,10808
10809,2-5-2016,0.91,66,10809
10810,8-25-2000,0.93,21,10810
10811,3-28-2006,0.9,10,10811
10812,7-21-2019,0.62,95,10812
10813,8-28-2009,0.71,88,10813
10814,8-22-2010,0.86,52,10814
10815,12-28-2015,0.91,11,10815
10816,7-27-2003,0.77,19,10816
10817,2-5-2008,0.74,4,10817
10818,10-6-2009,0.81,43,10818
10819,6-1-2008,0.5,36,10819
10820,10-2-2008,0.96,53,10820
10821,3-28-2006,0.77,79,10821
10822,5-21-2002,0.63,52,10822
10823,4-28-2020,0.87,42,10823
10824,9-1-2003,0.88,62,10824
10825,3-26-2005,0.75,53,10825
10826,1-15-2009,0.8,23,10826
10827,11-14-2017,0.94,2,10827
10828,8-19-2024,0.86,55,10828
10829,8-18-2016,0.6,41,10829
10830,2-10-2015,0.98,54,10830
10831,9-1-2011,0.5,28,10831
10832,9-1-2007,0.75,23,10832
10833,7-16-2002,1.0,6,10833
10834,9-22-2014,0.73,93,10834
10835,6-15-2006,0.76,96,10835
10836,4-18-2010,0.54,78,10836
10837,12-17-2002,0.96,36,10837
10838,11-19-2025,0.78,65,10838
10839,5-19-2019,0.6,6,10839
10840,8-21-2020,0.94,95,10840
10841,8-13-2009,0.79,23,10841
10842,3-4-2022,0.56,6,10842
10843,4-13-2025,0.64,49,10843
10844,7-8-2015,0.84,80,10844
10845,7-6-2002,0.69,66,10845
10846,7-6-2016,0.96,68,10846
10847,11-30-2021,0.65,17,10847
10848,7-18-2007,0.8,87,10848
10849,8-28-2024,0.52,83,10849
10850,2-7-2016,0.68,23,10850
10851,4-29-2012,0.55,2,10851
10852,1-10-2019,0.92,57,10852
10853,6-2-2016,0.94,35,10853
10854,8-23-2023,0.92,29,10854
10855,8-25-2004,0.62,18,10855
10856,4-23-2003,0.55,31,10856
10857,10-24-2000,0.68,19,10857
10858,2-29-2012,0.5,99,10858
10859,9-19-2011,0.61,93,10859
10860,12-10-2008,0.74,33,10860
10861,1-3-2013,0.96,59,10861
10862,7-18-2020,0.69,56,10862
10863,10-11-2000,0.54,1,10863
10864,1-14-2003,0.62,93,10864
10865,4-27-2025,0.79,6,10865
10866,8-18-2012,0.91,22,10866
10867,8-7-2014,0.8,22,10867
10868,5-17-2024,0.91,54,10868
10869,5-28-2013,0.51,80,10869
10870,3-21-2015,1.0,54,10870
10871,11-24-2002,0.76,79,10871
10872,5-19-2015,0.52,50,10872
10873,12-25-2011,0.8,3,10873
10874,5-9-2013,0.61,27,10874
10875,9-19-2009,0.8,72,10875
10876,9-17-2018,0.54,62,10876
10877,11-10-2015,0.97,14,10877
10878,2-20-2011,0.85,7,10878
10879,8-1-2013,0.96,14,10879
10880,2-12-2010,0.74,90,10880
10881,3-3-2010,0.74,78,10881
10882,4-19-2006,0.79,34,10882
10883,9-27-2013,0.69,95,10883
10884,6-1-2015,0.7,74,10884
10885,3-15-2013,0.96,93,10885
10886,8-28-2001,0.91,69,10886
10887,6-13-2011,0.86,60,10887
10888,8-7-2025,0.99,4,10888
10889,3-10-2012,0.94,30,10889
10890,5-11-2016,0.83,33,10890
10891,4-8-2022,0.83,68,10891
10892,2-28-2016,0.57,61,10892
10893,3-23-2017,0.97,25,10893
10894,4-14-2007,0.78,50,10894
10895,2-28-2010,0.89,58,10895
10896,4-10-2016,0.71,54,10896
10897,8-14-2015,0.52,89,10897
10898,11-26-2002,0.85,73,10898
10899,11-12-2023,0.95,54,10899
10900,12-23-2008,0.67,34,10900
10901,3-12-2008,0.75,2,10901
10902,4-11-2023,0.78,39,10902
10903,2-1-2020,0.7,69,10903
10904,12-10-2017,1.0,94,10904
10905,9-5-2024,0.5,93,10905
10906,1-20-2013,0.78,12,10906
10907,2-27-2024,0.9,20,10907
10908,8-18-2000,0.79,12,10908
10909,3-24-2001,0.93,96,10909
10910,6-9-2018,0.84,18,10910
10911,8-3-2003,1.0,83,10911
10912,12-11-2010,0.9,7,10912
10913,2-9-2018,0.7,48,10913
10914,9-16-2022,0.63,66,10914
10915,10-20-2000,0.56,9,10915
10916,12-15-2017,0.93,97,10916
10917,2-9-2008,0.76,79,10917
10918,7-8-2023,0.95,41,10918
10919,11-19-2022,0.51,31,10919
10920,6-16-2023,0.85,82,10920
10921,6-20-2019,0.99,69,10921
10922,2-19-2019,1.0,23,10922
10923,8-6-2002,0.77,93,10923
10924,9-22-2015,0.56,3,10924
10925,2-12-2009,0.88,88,10925
10926,11-17-2008,0.88,44,10926
10927,7-30-2023,0.91,99,10927
10928,1-13-2013,0.79,59,10928
10929,10-23-2025,0.85,20,10929
10930,3-20-2011,0.97,54,10930
10931,12-29-2008,0.58,42,10931
10932,5-29-2025,0.66,16,10932
10933,3-23-2002,0.84,38,10933
10934,5-17-2015,0.53,46,10934
10935,3-12-2022,0.83,10,10935
10936,11-29-2013,0.94,5,10936
10937,7-13-2022,0.81,26,10937
10938,1-30-2004,0.9,78,10938
10939,6-2-2023,0.87,91,10939
10940,11-28-2016,0.54,51,10940
10941,4-10-2022,0.6,79,10941
10942,9-19-2009,0.98,6,10942
10943,9-8-2007,0.72,74,10943
10944,12-10-2008,0.7,21,10944
10945,8-24-2016,0.54,18,10945
10946,12-10-2021,0.88,51,10946
10947,4-28-2006,0.82,68,10947
10948,10-9-2001,0.58,31,10948
10949,4-7-2019,0.95,21,10949
10950,1-28-2007,0.72,33,10950
10951,3-2-2001,0.95,15,10951
10952,4-13-2012,0.67,69,10952
10953,1-15-2020,0.82,19,10953
10954,7-25-2003,0.71,81,10954
10955,10-4-2009,0.92,41,10955
10956,1-29-2006,0.9,73,10956
10957,12-6-2000,0.61,95,10957
10958,11-2-2017,0.52,72,10958
10959,7-30-2008,0.96,12,10959
10960,8-4-2015,1.0,31,10960
10961,6-3-2004,0.63,66,10961
10962,7-12-2025,0.55,51,10962
10963,1-9-2003,0.83,97,10963
10964,1-2-2014,0.79,43,10964
10965,4-5-2009,0.98,14,10965
10966,9-22-2011,0.5,36,10966
10967,6-6-2007,0.94,55,10967
10968,6-9-2023,0.53,63,10968
10969,10-8-2023,0.86,87,10969
10970,1-29-2000,0.98,21,10970
10971,6-3-2017,0.67,96,10971
10972,2-16-2008,0.81,98,10972
10973,11-25-2025,0.55,89,10973
10974,10-15-2009,0.84,19,10974
10975,10-30-2015,0.75,95,10975
10976,11-11-2025,0.88,78,10976
10977,10-13-2010,0.57,11,10977
10978,1-13-2018,0.59,12,10978
10979,1-3-2011,0.97,27,10979
10980,10-25-2006,0.93,83,10980
10981,5-16-2005,0.57,27,10981
10982,5-11-2008,0.6,24,10982
10983,2-10-2022,0.74,9,10983
10984,6-29-2007,0.62,28,10984
10985,2-30-2023,0.74,36,10985
10986,11-22-2010,0.55,6,10986
10987,7-23-2019,0.55,20,10987
10988,4-14-2005,0.89,37,10988
10989,4-22-2008,0.53,47,10989
